net_id,net_type,species_id,original_id,body_mass,trophic_level,metabolic_class
10,meta,23,23,0.0,1.0,producer
10,meta,24,24,0.0,1.0,producer
10,meta,25,25,0.0,1.0,producer
10,meta,26,26,0.0,1.0,producer
10,meta,27,27,0.0,1.0,producer
10,meta,28,28,0.0,1.0,producer
10,meta,29,29,0.0,1.0,producer
10,meta,30,30,0.0,1.0,producer
10,meta,31,31,0.0,1.0,producer
10,meta,32,32,0.0,1.0,producer
10,meta,33,33,0.0,2.0483454236764933,invertebrate
10,meta,34,34,0.0,2.0301636054946752,invertebrate
10,meta,35,35,0.0,2.0301636054946752,invertebrate
10,meta,36,36,0.0,1.9063636363636365,invertebrate
10,meta,37,37,0.0,2.07806345408977,invertebrate
10,meta,38,38,0.0,1.0,producer
10,meta,39,39,0.0,1.4000000000000001,invertebrate
10,meta,40,40,0.0,1.0,producer
10,meta,41,41,0.0,1.9014354066985641,invertebrate
10,meta,42,42,0.0,1.7272727272727273,invertebrate
10,meta,43,43,0.0,1.0,producer
10,meta,44,44,0.0,1.0,producer
10,meta,45,45,0.0,1.0,producer
10,meta,46,46,0.0,1.0,producer
10,meta,47,47,0.0,1.0,producer
10,niche,1,3,2740.870762665011,4.437888558201056,invertebrate
10,niche,2,25,21.54434690031882,2.333333333333333,invertebrate
10,niche,3,28,146.77992676220674,3.166666666666666,invertebrate
10,niche,4,29,215.44346900318865,3.333333333333334,invertebrate
10,niche,5,30,46.41588833612777,2.6666666666666665,invertebrate
10,niche,6,34,953.1618832347872,3.9791666666666665,invertebrate
10,niche,7,35,10.0,2.0,invertebrate
10,niche,8,37,31.622776601683793,2.5,invertebrate
10,niche,9,39,215.44346900318865,3.333333333333334,invertebrate
10,niche,10,41,146.77992676220674,3.166666666666666,invertebrate
10,niche,11,42,21.54434690031882,2.333333333333333,invertebrate
10,niche,12,43,10.0,2.0,invertebrate
10,niche,13,44,1.0,1.0,producer
10,niche,14,45,1.0,1.0,producer
10,niche,15,46,10.0,2.0,invertebrate
10,niche,16,47,1.0,1.0,producer
10,down_size,1,1,0.0,1.8000000000000003,invertebrate
10,down_size,2,2,0.0,1.9192708333333335,invertebrate
10,down_size,3,3,0.0,1.9780943627450982,invertebrate
10,down_size,4,4,0.0,2.4919041053921567,invertebrate
10,down_size,5,5,0.0,1.9838082107843138,invertebrate
10,down_size,6,6,0.0,2.2920960864020405,invertebrate
10,down_size,7,7,0.0,1.0,producer
10,down_size,8,8,0.0,1.0,producer
10,down_size,9,9,0.0,1.0,producer
10,down_size,10,10,0.0,1.0,producer
10,down_size,11,11,0.0,1.0,producer
10,down_size,12,12,0.0,1.0,producer
10,down_size,13,13,0.0,1.0,producer
10,down_size,14,14,0.0,1.0,producer
10,down_size,15,15,0.0,1.0,producer
10,down_size,16,16,0.0,1.0,producer
10,down_size,17,17,0.0,1.0,producer
10,down_size,18,18,0.0,1.0,producer
10,down_size,19,19,0.0,1.0,producer
10,down_size,20,20,0.0,1.0,producer
10,down_size,21,21,0.0,1.0,producer
10,down_size,22,22,0.0,1.0,producer
10,down_size,23,23,0.0,1.0,producer
10,down_size,24,24,0.0,1.0,producer
10,down_size,25,25,0.0,1.0,producer
10,down_size,26,26,0.0,1.0,producer
10,down_size,27,27,0.0,1.0,producer
10,down_size,28,28,0.0,1.0,producer
10,down_size,29,29,0.0,1.0,producer
10,down_size,30,30,0.0,1.0,producer
10,down_size,31,31,0.0,1.0,producer
10,down_size,32,32,0.0,1.0,producer
10,down_size,33,33,0.0,2.043990015360983,invertebrate
10,down_size,34,34,0.0,2.043990015360983,invertebrate
10,down_size,35,35,0.0,2.043990015360983,invertebrate
10,down_size,36,36,0.0,1.8303571428571428,invertebrate
10,down_size,37,37,0.0,2.0998839271480954,invertebrate
10,down_size,38,38,0.0,1.0,producer
10,down_size,39,39,0.0,2.0,invertebrate
10,down_size,40,40,0.0,1.0,producer
10,down_size,41,41,0.0,1.9083333333333332,invertebrate
10,down_size,42,42,0.0,1.625,invertebrate
10,down_size,43,43,0.0,1.0,producer
10,down_size,44,44,0.0,1.0,producer
10,down_size,45,45,0.0,1.0,producer
10,down_size,46,46,0.0,1.0,producer
10,down_size,47,47,0.0,1.0,producer
10,down,1,1,0.0,1.9999999999999998,invertebrate
10,down,2,2,0.0,1.9327731092436973,invertebrate
10,down,3,3,0.0,2.2536287242169597,invertebrate
10,down,4,4,0.0,2.4310006096102357,invertebrate
10,down,5,5,0.0,1.9013743238342167,invertebrate
10,down,6,6,0.0,2.0073847720906546,invertebrate
10,down,7,7,0.0,1.0,producer
10,down,8,8,0.0,1.0,producer
10,down,9,9,0.0,1.0,producer
10,down,10,10,0.0,1.0,producer
10,down,11,11,0.0,1.0,producer
10,down,12,12,0.0,1.0,producer
10,down,13,13,0.0,1.0,producer
10,down,14,14,0.0,1.0,producer
10,down,15,15,0.0,1.0,producer
10,down,16,16,0.0,1.0,producer
10,down,17,17,0.0,1.0,producer
10,down,18,18,0.0,1.0,producer
10,down,19,19,0.0,1.0,producer
10,down,20,20,0.0,1.0,producer
10,down,21,21,0.0,1.0,producer
10,down,22,22,0.0,1.0,producer
10,down,23,23,0.0,1.0,producer
10,down,24,24,0.0,1.0,producer
10,down,25,25,0.0,1.0,producer
10,down,26,26,0.0,1.0,producer
10,down,27,27,0.0,1.0,producer
10,down,28,28,0.0,1.0,producer
10,down,29,29,0.0,1.0,producer
10,down,30,30,0.0,1.0,producer
10,down,31,31,0.0,1.0,producer
10,down,32,32,0.0,1.0,producer
10,down,33,33,0.0,2.0539697962794943,invertebrate
10,down,34,34,0.0,2.0236667659764636,invertebrate
10,down,35,35,0.0,2.025193654103977,invertebrate
10,down,36,36,0.0,1.875,invertebrate
10,down,37,37,0.0,2.0579747050335286,invertebrate
10,down,38,38,0.0,1.0,producer
10,down,39,39,0.0,1.0,invertebrate
10,down,40,40,0.0,1.0,producer
10,down,41,41,0.0,1.857142857142857,invertebrate
10,down,42,42,0.0,2.0,invertebrate
10,down,43,43,0.0,1.0,producer
10,down,44,44,0.0,1.0,producer
10,down,45,45,0.0,1.0,producer
10,down,46,46,0.0,1.0,producer
10,down,47,47,0.0,1.0,producer
